max_depth,n_trees,n_leaves,l,a,p,r,f
4,500,25,5,0.5,0.159794588316,0.946764165607,0.991091349526,0.912318656147,0.950069345196
4,500,25,5,0.75,0.157060142192,0.942454429843,0.989920283787,0.905573937389,0.94586281099
4,500,25,5,1,0.158709238127,0.942454429843,0.990598749391,0.904937643166,0.945829304178
4,500,25,10,0.5,0.164076592038,0.94146531016,0.988540231085,0.905064902011,0.944954907279
4,500,25,10,0.75,0.15829360656,0.94241910414,0.989852578419,0.905573937389,0.945826923919
4,500,25,10,1,0.156807517209,0.943867457962,0.991173830378,0.906973784678,0.947196989389
4,500,25,20,0.5,0.163757535644,0.944467994913,0.989615724998,0.909518961568,0.947878005245
4,500,25,20,0.75,0.156016611587,0.942595732655,0.990599297952,0.905192160855,0.945970673736
4,500,25,20,1,0.158597316287,0.942348452734,0.989429419462,0.905828455078,0.945778697812
4,500,50,5,0.5,0.165426098691,0.942984315388,0.98938062113,0.9070374141,0.946420647241
4,500,50,5,0.75,0.154520133664,0.943054966794,0.989927591356,0.906655637567,0.946456098982
4,500,50,5,1,0.155377389203,0.943620178042,0.989804745192,0.907800967167,0.947021129887
4,500,50,10,0.5,0.160769964892,0.945245160379,0.991466436333,0.909200814457,0.948546778259
4,500,50,10,0.75,0.157609307091,0.941747915784,0.988674020898,0.905446678544,0.945227422536
4,500,50,10,1,0.157014521615,0.941853892892,0.991621343238,0.902901501654,0.945176656625
4,500,50,20,0.5,0.16173511315,0.945315811785,0.989090708601,0.91155510308,0.948741046585
4,500,50,20,0.75,0.153792974058,0.944220714992,0.99008647789,0.908628149656,0.947608837513
4,500,50,20,1,0.158956630091,0.941394658754,0.990650311764,0.902965131077,0.944772824814
4,500,100,5,0.5,0.1600842638,0.947541331072,0.990415434138,0.914354797658,0.950864090482
4,500,100,5,0.75,0.155772361791,0.942878338279,0.989446511997,0.906782896411,0.946312120621
4,500,100,5,1,0.160297528644,0.940299561961,0.991793069357,0.899910918809,0.943616836444
4,500,100,10,0.5,0.161372958983,0.945174508973,0.989292852299,0.911109697124,0.948591330488
4,500,100,10,0.75,0.154293358894,0.943690829448,0.99034398417,0.907419190634,0.947068941
4,500,100,10,1,0.157368973529,0.941959870001,0.988953197152,0.905573937389,0.945427848687
4,500,100,20,0.5,0.162041034351,0.944856577646,0.989823253673,0.910027996946,0.948239308878
4,500,100,20,0.75,0.157262332544,0.942136498516,0.990255472395,0.904683125477,0.945529653987
4,500,100,20,1,0.158093785889,0.941429984457,0.989689235735,0.90391957241,0.944860937895
4,1000,25,5,0.5,0.120020141309,0.958280344779,0.988570585471,0.93567065411,0.96139116476
4,1000,25,5,0.75,0.122146693929,0.955913522679,0.987332006004,0.93255281242,0.959154619053
4,1000,25,5,1,0.121978522973,0.956761339551,0.987811941219,0.933634512599,0.959957928016
4,1000,25,10,0.5,0.121258545411,0.958668927512,0.988711460747,0.936243318911,0.961761833624
4,1000,25,10,0.75,0.121132703343,0.956302105412,0.988465316756,0.932171035887,0.959485416434
4,1000,25,10,1,0.121941704612,0.956690688145,0.988275515461,0.933061847798,0.959874604568
4,1000,25,20,0.5,0.121869116507,0.955984174085,0.987535503199,0.932489182998,0.959221687227
4,1000,25,20,0.75,0.122239943649,0.956090151194,0.98773390912,0.932489182998,0.959316212728
4,1000,25,20,1,0.120809384381,0.957573830719,0.987375417003,0.935543395266,0.960756796828
4,1000,50,5,0.5,0.119702379095,0.957891762046,0.988433406956,0.93509798931,0.961025088777
4,1000,50,5,0.75,0.120909211024,0.956831990957,0.987423466867,0.934143547977,0.960044478725
4,1000,50,5,1,0.120570574535,0.95746785361,0.988886836751,0.933889030288,0.960592983605
4,1000,50,10,0.5,0.122918484922,0.956973293769,0.987692070932,0.934143547977,0.96016794371
4,1000,50,10,0.75,0.121336165852,0.956054825491,0.988588692176,0.931598371087,0.959246326331
4,1000,50,10,1,0.123501026686,0.956337431115,0.986501480769,0.934143547977,0.959602997524
4,1000,50,20,0.5,0.121435278132,0.957149922283,0.988808835724,0.93337999491,0.96029480305
4,1000,50,20,0.75,0.119025313307,0.958562950403,0.989435215341,0.935352506999,0.961631426089
4,1000,50,20,1,0.12086750425,0.956655362442,0.987287572157,0.93395265971,0.959879085455
4,1000,100,5,0.5,0.119100797778,0.959552070086,0.988469331919,0.938088572156,0.962618586023
4,1000,100,5,0.75,0.12187211819,0.95545428854,0.988250940557,0.93083481802,0.958677782024
4,1000,100,5,1,0.125099075545,0.954253214639,0.988293191636,0.928607788241,0.957517682517
4,1000,100,10,0.5,0.122022201884,0.958280344779,0.988580468231,0.93567065411,0.961394664336
4,1000,100,10,0.75,0.123252469759,0.955312985728,0.988109583135,0.930707559175,0.958548112871
4,1000,100,10,1,0.1188496106,0.960223258443,0.988940555533,0.938852125223,0.96324489936
4,1000,100,20,0.5,0.118741887431,0.958209693373,0.988047064246,0.936052430644,0.961340302492
4,1000,100,20,0.75,0.123353606251,0.95450049456,0.988025106762,0.929307711886,0.957763406704
4,1000,100,20,1,0.122747159388,0.955913522679,0.988257091721,0.931662000509,0.959124382643
4,2000,25,5,0.5,0.0944752587519,0.965663416702,0.987824170103,0.949860015271,0.968470075361
4,2000,25,5,0.75,0.0994105099061,0.963649851632,0.985777990745,0.948205650293,0.966625701794
4,2000,25,5,1,0.096342624634,0.964356365692,0.985927191178,0.949350979893,0.967291162563
4,2000,25,10,0.5,0.0999025548645,0.962378126325,0.985038407949,0.946614914737,0.965439277124
4,2000,25,10,0.75,0.0975460652716,0.965204182563,0.98562905301,0.951196233138,0.968104994211
4,2000,25,10,1,0.0948963457494,0.965840045217,0.986862460607,0.951132603716,0.968668103078
4,2000,25,20,0.5,0.0969696611247,0.965133531157,0.986651462556,0.950050903538,0.968004843149
4,2000,25,20,0.75,0.0962332224274,0.965416136781,0.987628609615,0.949605497582,0.968241922905
4,2000,25,20,1,0.0965014480459,0.964497668504,0.986381976388,0.949160091626,0.967409082789
4,2000,50,5,0.5,0.0974253274669,0.964956902642,0.986004608254,0.950369050649,0.967858258831
4,2000,50,5,0.75,0.0967288989555,0.963579200226,0.984689118104,0.949160091626,0.966596454442
4,2000,50,5,1,0.0984701683332,0.96255475484,0.985949950444,0.946042249936,0.965577908428
