max_depth,n_trees,early_stopping,col_sample,l,a,p,r,f
5,500,20,0.5,0.127603276532,0.958245019076,0.983323425829,0.94076100789,0.961556878665
5,500,20,0.75,0.120286936957,0.955913522679,0.980534477585,0.939233901756,0.959435968733
5,1000,5,0.5,0.17601712574,0.96018793274,0.986223093368,0.941460931535,0.963226529965
5,1000,5,0.75,0.0897569847543,0.967359050445,0.985617919149,0.955141257317,0.970139009693
5,1000,10,0.5,0.232047347293,0.849865762329,0.96964082373,0.742173581064,0.775877984704
5,1000,10,0.75,0.0902924280157,0.967005793415,0.983135161815,0.956986510562,0.969883773165
5,1000,20,0.5,0.158807837826,0.962731383355,0.984865642305,0.947442097226,0.965736557244
5,1000,20,0.75,0.0959529531816,0.965345485375,0.983339807609,0.953741410028,0.968312391945
5,2000,5,0.5,0.0782198110645,0.970185106684,0.985571283875,0.960358869941,0.972798320709
5,2000,5,0.75,0.120437803658,0.96220149781,0.984483005625,0.946805803003,0.965218353735
5,2000,10,0.5,0.0806972345778,0.970785643634,0.987305287735,0.959722575719,0.973315987893
5,2000,10,0.75,0.0754043015898,0.971138900664,0.987056080743,0.96061338763,0.973651528018
5,2000,20,0.5,0.0759165056938,0.971315529179,0.987254615293,0.960740646475,0.97381232465
5,2000,20,0.75,0.0770914757179,0.969973152466,0.98728824791,0.958259099007,0.972553318954
6,500,5,0.5,0.111144219575,0.960788469691,0.985313122069,0.943433443624,0.963917781402
6,500,5,0.75,0.110304845397,0.960435212661,0.983762826342,0.944324255536,0.963634204257
6,500,10,0.5,0.145873510209,0.959799350007,0.985737970877,0.941206413846,0.962946032025
6,500,10,0.75,0.175245946359,0.956372756818,0.982137783151,0.938470348689,0.959796721284
6,500,20,0.5,0.116273311597,0.960788469691,0.983191619135,0.945533214558,0.963990975598
6,500,20,0.75,0.108269977926,0.960505864067,0.981033581452,0.947187579537,0.963803873139
6,1000,5,0.5,0.153407251681,0.960611841176,0.984298797833,0.944133367269,0.96368259633
6,1000,5,0.75,0.0871199119264,0.96658188498,0.985989311316,0.953359633495,0.969397483867
6,1000,10,0.5,0.0890761144936,0.968136215911,0.987880896485,0.954314074828,0.970807237937
6,1000,10,0.75,0.203754500589,0.961424332344,0.981215700419,0.948651056248,0.96463727493
6,1000,20,0.5,0.0857532964175,0.967041119118,0.98580794693,0.95437770425,0.969833898869
6,1000,20,0.75,0.0833555171276,0.968878055673,0.984455761297,0.959086281497,0.971605109755
6,2000,5,0.5,0.11181903605,0.964321039989,0.985397833626,0.949796385849,0.96722865348
6,2000,5,0.75,0.0754838599933,0.970291083793,0.987670870063,0.958449987274,0.97283928663
6,2000,10,0.5,0.0786360290823,0.969831849654,0.987151733903,0.958131840163,0.972422673136
6,2000,10,0.75,0.0789002958104,0.968878055673,0.985027468504,0.958513616696,0.971588840281
6,2000,20,0.5,0.075024208603,0.971456831991,0.986557591457,0.961695087809,0.973965844229
6,2000,20,0.75,0.0749918768861,0.971138900664,0.988394781342,0.959277169763,0.973617229075
7,500,5,0.5,0.111983412555,0.964709622721,0.986578108804,0.949350979893,0.967597898808
7,500,5,0.75,0.190162430111,0.957962413452,0.981999204901,0.941524560957,0.961326393914
7,500,10,0.5,0.106800458561,0.963685177335,0.98623284791,0.947823873759,0.966643465936
7,500,10,0.75,0.102075687148,0.962166172107,0.983301707984,0.947951132604,0.965302518572
7,500,20,0.5,0.17105709279,0.961530309453,0.986631033948,0.943497073047,0.964568980925
7,500,20,0.75,0.103128738049,0.963049314681,0.983840393209,0.949032832782,0.966122437153
7,1000,5,0.5,0.146385706094,0.964144411474,0.988242754669,0.946678544159,0.966974919054
7,1000,5,0.75,0.0798540032548,0.968595450049,0.986674858822,0.95635021634,0.971275253645
7,1000,10,0.5,0.0805782554243,0.969619895436,0.989073684517,0.955841180962,0.972169815361
7,1000,10,0.75,0.0873133088242,0.967394376148,0.98702616639,0.95380503945,0.970128924773
7,1000,20,0.5,0.0840030486197,0.968030238802,0.986531423951,0.955459404429,0.970746682863
7,1000,20,0.75,0.0849250521873,0.967111770524,0.985046695397,0.955268516162,0.96992437079
7,2000,5,0.5,0.0933545021866,0.965910696623,0.986667620751,0.951450750827,0.968731609061
7,2000,5,0.75,0.0820678088402,0.968807404267,0.987895461597,0.955523033851,0.971435740597
7,2000,10,0.5,0.0828731564901,0.968595450049,0.987825369698,0.95520488674,0.971237841525
7,2000,10,0.75,0.0804158515287,0.969054684188,0.98592215227,0.957940951896,0.971727990497
7,2000,20,0.5,0.0779664189621,0.969231312703,0.989326297558,0.954886739628,0.97179729723
7,2000,20,0.75,0.0733219282233,0.971244877773,0.988532842116,0.959340799186,0.973711818381
5,3000,5,0.5,0.0761636199599,0.970679666525,0.986404181177,0.960422499364,0.973236577252
5,3000,5,0.75,0.0776511930259,0.968701427158,0.985465812964,0.957750063629,0.971409000011
5,3000,10,0.5,0.163886185076,0.963755828741,0.986398862921,0.947760244337,0.966553975192
5,3000,10,0.75,0.0758230156988,0.970149780981,0.986332023839,0.959531687452,0.972743742133
5,3000,20,0.5,0.0729786103841,0.971315529179,0.986615335828,0.961376940697,0.973831991139
5,3000,20,0.75,0.223945952264,0.85403419528,0.960143533879,0.750509035378,0.783104173496
6,3000,5,0.5,0.0749530931758,0.970326409496,0.987739813565,0.958449987274,0.972871867068
6,3000,5,0.75,0.0771028304017,0.969619895436,0.985999585071,0.95889539323,0.972256333145
6,3000,10,0.5,0.0835848788493,0.969266638406,0.98797207581,0.956286586918,0.971870447756
6,3000,10,0.75,0.0775120471642,0.97085629504,0.989028361517,0.958131840163,0.973333008385
6,3000,20,0.5,0.0820776976746,0.969090009891,0.986946753434,0.956986510562,0.971733562222
6,3000,20,0.75,0.0706966183091,0.97251660308,0.989190317856,0.960995164164,0.97488737651
7,3000,5,0.5,0.0784732055252,0.970361735199,0.988573549205,0.957686434207,0.972881647784
7,3000,5,0.75,0.126125558956,0.964462342801,0.985444121033,0.949987274116,0.967361853866
7,3000,10,0.5,0.0790474112974,0.969937826763,0.988372021546,0.957113769407,0.97249033088
7,3000,10,0.75,0.0769346489572,0.970149780981,0.988952877138,0.95692288114,0.972673639771
7,3000,20,0.5,0.0748762580622,0.971280203476,0.988849726617,0.959086281497,0.973739397711
7,3000,20,0.75,0.0763174607553,0.968984032782,0.987455013171,0.956286586918,0.971617202141

