max_depth,n_trees,n_leaves,early_stopping,col_sample,l,a,p,r,f
4,4000,25,5,0.5,0.378460574799,0.848452734209,0.813391391668,0.943497073047,0.873623574909
4,4000,25,5,0.75,0.385075831077,0.841846827752,0.806766219024,0.940379231357,0.868462059922
4,4000,25,5,1,0.383226888709,0.844743535396,0.81056758108,0.940061084245,0.870518376418
4,4000,25,10,0.5,0.383719010681,0.845132118129,0.810821852994,0.940506490201,0.870857863772
4,4000,25,10,0.75,0.381678898738,0.844037021337,0.80944529884,0.940506490201,0.870061610252
4,4000,25,10,1,0.381608907222,0.84537939805,0.811104825135,0.940570119623,0.871048380138
4,4000,25,20,0.5,0.385722791953,0.843436484386,0.809639175531,0.938724866378,0.869412827231
4,4000,25,20,0.75,0.380424019771,0.846580471951,0.811725094966,0.942224484602,0.87211751679
4,4000,25,20,1,0.385833458535,0.839762611276,0.804076727856,0.940570119623,0.866982336688
4,4000,50,5,0.5,0.386287951763,0.841952804861,0.806591125021,0.940951896157,0.868603626911
4,4000,50,5,0.75,0.381921417888,0.844743535396,0.808633517198,0.943751590736,0.87097420207
4,4000,50,5,1,0.377272842831,0.848629362724,0.812525567564,0.945533214558,0.873991758589
4,4000,50,10,0.5,0.386597749303,0.841034336583,0.805716527802,0.940442860779,0.867878556578
4,4000,50,10,0.75,0.382441438383,0.844990815317,0.8118821111,0.938215831,0.870481611502
4,4000,50,10,1,0.384280445963,0.842765296029,0.807813954566,0.940570119623,0.869148501341
4,4000,50,20,0.5,0.387190612768,0.841458245019,0.804649796551,0.943497073047,0.868558940393
4,4000,50,20,0.75,0.387488330968,0.841281616504,0.80567733583,0.941142784424,0.868151955463
4,4000,50,20,1,0.383893198001,0.843259855871,0.809625424728,0.938343089845,0.869236720561
4,4000,100,5,0.5,0.382795575637,0.843648438604,0.810172947998,0.938215831,0.869502624832
4,4000,100,5,0.75,0.385211932657,0.841670199237,0.805875078034,0.941651819801,0.868483884818
4,4000,100,5,1,0.380303260977,0.846933728981,0.813217249972,0.940251972512,0.872130895532
4,4000,100,10,0.5,0.382041149067,0.845697329377,0.809937222125,0.943497073047,0.871623440974
4,4000,100,10,0.75,0.379461147187,0.846262540625,0.810199818481,0.944324255536,0.8721281513
4,4000,100,10,1,0.386657337086,0.8400452169,0.805892513745,0.937770425045,0.866837737281
4,4000,100,20,0.5,0.385729724689,0.842800621732,0.808897537079,0.938597607534,0.868933608543
