max_depth,n_trees,n_leaves,early_stopping,col_sample,l,a,p,r,f
5,500,25,5,0.75,0.483503196409,0.794616362866,0.750213596456,0.944833290914,0.836302632797
5,500,25,5,1,0.482253670297,0.795605482549,0.754205578428,0.937388648511,0.835862232776
5,500,25,10,0.5,0.487596626116,0.790341952805,0.745949815285,0.943815220158,0.833294980762
5,500,25,10,0.75,0.484098152257,0.793803871697,0.749366244907,0.944515143802,0.83568854308
5,500,25,10,1,0.484456544915,0.794051151618,0.749484333348,0.944896920336,0.835904342424
5,500,25,20,0.5,0.486808978891,0.793026706231,0.749968906368,0.940888266735,0.83463313324
5,500,25,20,0.75,0.482806801183,0.795746785361,0.752919508449,0.940951896157,0.836478227729
5,500,25,20,1,0.483221626062,0.795782111064,0.751905489368,0.943497073047,0.836859274662
5,500,50,5,0.5,0.487489354273,0.791189769676,0.746718718463,0.944133367269,0.833892285253
5,500,50,5,0.75,0.482954041815,0.795817436767,0.752079410536,0.943115296513,0.836826286846
5,500,50,5,1,0.484839518143,0.7938391974,0.750602553705,0.941588190379,0.835298688346
5,500,50,10,0.5,0.485716211009,0.791754980924,0.746232917149,0.94699669127,0.834705295321
5,500,50,10,0.75,0.48532598776,0.79288540342,0.747192518816,0.94756935607,0.83551828229
5,500,50,10,1,0.483784979736,0.795287551222,0.750791471612,0.944960549758,0.836745617948
5,500,50,20,0.5,0.490167657949,0.789070227498,0.745230389486,0.942160855179,0.83219877708
5,500,50,20,0.75,0.485043522386,0.794475060054,0.748226599463,0.949350979893,0.836856385249
5,500,50,20,1,0.486021077665,0.793273986152,0.749922940412,0.941779078646,0.834942294004
5,500,100,5,0.5,0.486463211836,0.792567472093,0.748215736738,0.944133367269,0.834822485978
5,500,100,5,0.75,0.482162509597,0.796912533559,0.75118135966,0.948332909137,0.838317204189
5,500,100,5,1,0.480561140677,0.795676133955,0.751693495256,0.943751590736,0.836835153019
5,500,100,10,0.5,0.482216248243,0.797018510668,0.751769465572,0.947123950115,0.838211210808
5,500,100,10,0.75,0.487479713738,0.790695209835,0.747315092293,0.941270043268,0.833138627393
5,500,100,10,1,0.485251101461,0.792991380528,0.749598080387,0.94190633749,0.834781457572
5,500,100,20,0.5,0.485088335234,0.793415288964,0.749395833489,0.943433443624,0.835282206473
5,500,100,20,0.75,0.483536285408,0.793909848806,0.748603013388,0.946742173581,0.836085368356
5,500,100,20,1,0.483823505484,0.794227780133,0.750346732016,0.94330618478,0.835804671531
5,1000,25,5,0.5,0.445321098566,0.81220856295,0.770864072795,0.941715449224,0.847755150118
5,1000,25,5,0.75,0.443109081501,0.814787339268,0.772217938927,0.945215067447,0.849997907899
5,1000,25,5,1,0.442067779598,0.81422212802,0.772474576999,0.943178925935,0.849333730364
5,1000,25,10,0.5,0.443132707366,0.813197682634,0.77051958695,0.944960549758,0.848868721798
5,1000,25,10,0.75,0.441921632694,0.814999293486,0.77345036822,0.942988037669,0.849844598152
5,1000,25,10,1,0.443713543939,0.813409636852,0.770539059104,0.945469585136,0.84908708355
5,1000,25,20,0.5,0.440648595323,0.816730252932,0.77419107623,0.94585136167,0.851440369155
5,1000,25,20,0.75,0.443297117858,0.81528189911,0.773288713693,0.944069737847,0.850186791807
5,1000,25,20,1,0.443901792257,0.813974848099,0.77251369428,0.942479002291,0.849068705033
5,1000,50,5,0.5,0.445223831427,0.813692242476,0.769849569288,0.947760244337,0.849587311927
5,1000,50,5,0.75,0.444308827136,0.813197682634,0.771010968277,0.94387884958,0.848726761837
5,1000,50,5,1,0.446362986762,0.811325420376,0.769412808876,0.942669890557,0.847271896882
5,1000,50,10,0.5,0.446679027133,0.809453158118,0.767326811391,0.942606261135,0.845982644469
5,1000,50,10,0.75,0.443429748637,0.814186802317,0.771015131725,0.94642402647,0.849755889301
5,1000,50,10,1,0.441055462922,0.815670481843,0.772225949496,0.947505726648,0.850922911831
5,1000,50,20,0.5,0.443397409977,0.814398756535,0.771635480435,0.945596843981,0.849791292398
5,1000,50,20,0.75,0.445231414692,0.81196128303,0.770958233972,0.940824637312,0.847455350831
5,1000,50,20,1,0.441571062453,0.81492864208,0.77216272077,0.945724102825,0.850167435028
5,1000,100,5,0.5,0.443686398494,0.814257453723,0.77121534556,0.946169508781,0.849773132185
5,1000,100,5,0.75,0.440842647311,0.816447647308,0.774378671449,0.944706032069,0.851092566038
5,1000,100,5,1,0.439791233171,0.816341670199,0.773459657953,0.94642402647,0.851237411855
5,1000,100,10,0.5,0.444930541009,0.811925957327,0.768923708525,0.945342326292,0.848052035836
5,1000,100,10,0.75,0.442045465722,0.818072629645,0.775711854131,0.945787732247,0.852344437907
5,1000,100,10,1,0.441193100341,0.814716687862,0.772359163741,0.944706032069,0.849881453101
5,1000,100,20,0.5,0.442355646935,0.814999293486,0.771965158206,0.946360397048,0.850305139542
5,1000,100,20,0.75,0.44008346257,0.817154161368,0.774108167089,0.947060320692,0.851883211137
5,1000,100,20,1,0.444194958552,0.81291507701,0.7710128646,0.943178925935,0.848440576803
5,2000,25,5,0.5,0.401217481512,0.834852338562,0.795931263877,0.944769661491,0.863982829281
5,2000,25,5,0.75,0.398659686724,0.836441995196,0.797562936031,0.945342326292,0.865185612836
5,2000,25,5,1,0.397737550905,0.83873816589,0.800070631306,0.945978620514,0.866910059393
5,2000,25,10,0.5,0.400236098253,0.833933870284,0.796173807002,0.942097225757,0.863000380817
5,2000,25,10,0.75,0.397956107667,0.837254486364,0.798296000284,0.94585136167,0.865831132226
5,2000,25,10,1,0.400019932196,0.834322453017,0.796146238445,0.943178925935,0.863430892605
5,2000,25,20,0.5,0.39984664855,0.836547972305,0.797214256917,0.946296767625,0.865379433281
5,2000,25,20,0.75,0.397514390137,0.836477320899,0.797544071719,0.945469585136,0.865225549761
5,2000,25,20,1,0.400919186361,0.833333333333,0.794540244002,0.94387884958,0.86279107828
5,2000,50,5,0.5,0.400704722464,0.835488201215,0.797528840783,0.943115296513,0.864232261803
5,2000,50,5,0.75,0.395651144646,0.840963685177,0.803532676311,0.944515143802,0.868329620992
5,2000,50,5,1,0.396451155385,0.8376783948,0.798714231401,0.946042249936,0.866156131346
5,2000,50,10,0.5,0.399264360455,0.837855023315,0.800551728904,0.942860778824,0.865891540209
5,2000,50,10,0.75,0.396545819475,0.838349583157,0.799423636104,0.946360397048,0.866686958158
5,2000,50,10,1,0.396895288074,0.838526211672,0.8005244163,0.944515143802,0.866577490046
5,2000,50,20,0.5,0.396807618446,0.838243606048,0.798598893944,0.947632985492,0.866754807847
5,2000,50,20,0.75,0.400063270353,0.835806132542,0.797846616168,0.943242555358,0.864473261024
5,2000,50,20,1,0.395259899427,0.837289812067,0.800057083069,0.942479002291,0.865441524835
5,2000,100,5,0.5,0.40314512027,0.832556167868,0.794042997769,0.942988037669,0.862129375788
5,2000,100,5,0.75,0.401546426604,0.83601808676,0.798043369365,0.943369814202,0.864638745127
5,2000,100,5,1,0.396636353248,0.838137628939,0.800405908045,0.943815220158,0.86621310035
5,2000,100,10,0.5,0.399339501436,0.838208280345,0.799452893165,0.94585136167,0.866511006767
5,2000,100,10,0.75,0.399563353401,0.835876783948,0.796548699236,0.946042249936,0.864876149863
5,2000,100,10,1,0.400168523987,0.835876783948,0.797978356378,0.943178925935,0.864521293511
5,2000,100,20,0.5,0.399264787165,0.836865903631,0.797522358635,0.946487655892,0.865634586
5,2000,100,20,0.75,0.400851993472,0.834110498799,0.796105901465,0.942606261135,0.863182151388
5,2000,100,20,1,0.400916986485,0.833262681927,0.793963984254,0.944896920336,0.862875867335
5,3000,25,5,0.5,0.372544885452,0.851879327399,0.815479796626,0.947632985492,0.876597258582
5,3000,25,5,0.75,0.373112961046,0.848311431397,0.811896335441,0.945978620514,0.873815039603
5,3000,25,5,1,0.3767302591,0.845909283595,0.809135657067,0.945533214558,0.872022015228
5,3000,25,10,0.5,0.375442473872,0.846615797654,0.812019886279,0.941779078646,0.872091325972
5,3000,25,10,0.75,0.370900445607,0.849971739438,0.815975100683,0.942288114024,0.874591036438
5,3000,25,10,1,0.376404517707,0.847216334605,0.811045522045,0.944960549758,0.872895535943
5,3000,25,20,0.5,0.374833883467,0.849088596863,0.811392203235,0.948714685671,0.874692945268
5,3000,25,20,0.75,0.370855993008,0.851172813339,0.816064255445,0.944960549758,0.87578878919
5,3000,25,20,1,0.368010447376,0.852479864349,0.815731089634,0.948651056248,0.877168557027
5,3000,50,5,0.5,0.373187181749,0.849512505299,0.813835970245,0.945151438025,0.874587074453
5,3000,50,5,0.75,0.378371035172,0.845344072347,0.809281723385,0.94387884958,0.871409859419
5,3000,50,5,1,0.374403612673,0.84975978522,0.813113884646,0.947060320692,0.874990052293
5,3000,50,10,0.5,0.375554730802,0.847075031793,0.81059840793,0.945469585136,0.872851839568
5,3000,50,10,0.75,0.375024553602,0.848629362724,0.813244566551,0.944196996691,0.873838860726
5,3000,50,10,1,0.375088653777,0.846050586407,0.809959811882,0.944260626114,0.871965764994
5,3000,50,20,0.5,0.374081401786,0.847357637417,0.810571961752,0.946296767625,0.873172853505
5,3000,50,20,0.75,0.3768265836,0.84703970609,0.812679039892,0.941588190379,0.87238271638
5,3000,50,20,1,0.375068671515,0.846898403278,0.811537956836,0.94330618478,0.872468510432
5,3000,100,5,0.5,0.374685428513,0.848382082803,0.810675303041,0.948396538559,0.874143770851
5,3000,100,5,0.75,0.375215404062,0.849689133814,0.813954200176,0.945342326292,0.874739768083
5,3000,100,5,1,0.374733095595,0.847534265932,0.810859882156,0.946042249936,0.873246733922
5,3000,100,10,0.5,0.374944673394,0.847922848665,0.812427332438,0.944069737847,0.873307538484
5,3000,100,10,0.75,0.375322676783,0.848134802883,0.812091341414,0.945215067447,0.873603269393
5,3000,100,10,1,0.37440925563,0.848876642645,0.812294293049,0.946551285314,0.874293413859
5,3000,100,20,0.5,0.374073851067,0.849194573972,0.811246362557,0.949287350471,0.874846829692
5,3000,100,20,0.75,0.374434089605,0.84774622015,0.811787664262,0.944833290914,0.873269853339
5,3000,100,20,1,0.373259798308,0.847993500071,0.812633533305,0.943815220158,0.873321899841
6,500,25,5,0.5,0.472699066151,0.803801045641,0.75957821745,0.946042249936,0.842617030761
6,500,25,5,0.75,0.472091233511,0.801822806274,0.757637078541,0.945533214558,0.841215580615
6,500,25,5,1,0.470422925637,0.802317366116,0.759827759718,0.941588190379,0.840983651313
6,500,25,10,0.5,0.475221155461,0.799844566907,0.757193940094,0.941397302112,0.839288600856
6,500,25,10,0.75,0.473068969898,0.801151617917,0.758172291972,0.942479002291,0.840320783584
6,500,25,10,1,0.471943125825,0.79917337855,0.756784509145,0.940570119623,0.83870976136
6,500,25,20,0.5,0.474727137336,0.79952663558,0.756095534373,0.943178925935,0.839328788228
6,500,25,20,0.75,0.472081544556,0.802741274551,0.758891983662,0.94502417918,0.841779155857
6,500,25,20,1,0.471403254922,0.801328246432,0.759637923672,0.939488419445,0.840022440678
6,500,50,5,0.5,0.474240487443,0.798749470114,0.755831273994,0.941715449224,0.838589135329
6,500,50,5,0.75,0.472659435381,0.801045640808,0.756643177142,0.94585136167,0.840731016409
6,500,50,5,1,0.471742014693,0.799385332768,0.754075012482,0.947760244337,0.839891123356
6,500,50,10,0.5,0.473580747872,0.801116292214,0.756638000461,0.946169508781,0.840832155913
6,500,50,10,0.75,0.473032280533,0.801681503462,0.759355447184,0.941015525579,0.840471711157
6,500,50,10,1,0.469997013848,0.803094531581,0.760959335121,0.940951896157,0.841418602433
6,500,50,20,0.5,0.477345182241,0.797089162074,0.752640213119,0.945215067447,0.837996386489
6,500,50,20,0.75,0.473307765597,0.799703264095,0.755609537444,0.944833290914,0.839688886467
6,500,50,20,1,0.469959517374,0.802988554472,0.760587779033,0.941524560957,0.841423639502
6,500,100,5,0.5,0.474054308743,0.798749470114,0.754809539829,0.944260626114,0.838969838679
6,500,100,5,0.75,0.471593579756,0.802176063304,0.757369486719,0.947123950115,0.841674357268
6,500,100,5,1,0.472492334279,0.802705948848,0.758182144089,0.946551285314,0.841954487714
6,500,100,10,0.5,0.476755302877,0.797442419104,0.753794833699,0.943242555358,0.837938372854
6,500,100,10,0.75,0.472938556603,0.799703264095,0.756402277652,0.942924408246,0.839415672477
6,500,100,10,1,0.474115912956,0.799208704253,0.7559277119,0.942797149402,0.83906450662
6,500,100,20,0.5,0.473107189868,0.801045640808,0.759067709818,0.940061084245,0.839916807928
6,500,100,20,0.75,0.476511610348,0.796523950827,0.753054602092,0.942669890557,0.837243653171
6,500,100,20,1,0.470749974917,0.802741274551,0.761267493809,0.939233901756,0.840934399347
6,1000,25,5,0.5,0.430297582623,0.822700296736,0.781528719457,0.944769661491,0.855424434773
6,1000,25,5,0.75,0.425508132902,0.826409495549,0.785125111767,0.94642402647,0.858242243213
6,1000,25,5,1,0.426707764285,0.822594319627,0.782821120804,0.941715449224,0.854947904738
6,1000,25,10,0.5,0.430405996749,0.819944891903,0.778234330995,0.944960549758,0.853529138046
6,1000,25,10,0.75,0.429790186276,0.82096933729,0.780182960944,0.943369814202,0.854040395002
6,1000,25,10,1,0.425525630117,0.826338844143,0.784255092006,0.948014762026,0.858388085631
6,1000,25,20,0.5,0.431849685457,0.819520983468,0.777884149428,0.944706032069,0.853205501943
6,1000,25,20,0.75,0.432509358862,0.819238377844,0.778252596557,0.943178925935,0.852807187994
6,1000,25,20,1,0.427710940372,0.822700296736,0.782119333594,0.943497073047,0.855257611731
6,1000,50,5,0.5,0.431184424371,0.820792708775,0.779992942449,0.94330618478,0.853906487217
6,1000,50,5,0.75,0.42886265285,0.822417691112,0.780926820262,0.945342326292,0.855302740192
6,1000,50,5,1,0.43146428976,0.820474777448,0.778589182019,0.945533214558,0.853974731037
6,1000,50,10,0.5,0.429620304283,0.822205736894,0.780782119677,0.945151438025,0.855131305778
6,1000,50,10,0.75,0.431356416035,0.819732937685,0.779017978568,0.94273351998,0.853089818193
6,1000,50,10,1,0.426655832001,0.825314398757,0.784278908437,0.945405955714,0.857334835754
6,1000,50,20,0.5,0.428963114284,0.823230182281,0.782364715208,0.944324255536,0.855738211864
6,1000,50,20,0.75,0.429039784161,0.8222763883,0.78076086778,0.945342326292,0.85520456328
6,1000,50,20,1,0.429284487946,0.821958456973,0.780152482053,0.945914991092,0.855063469826
6,1000,100,5,0.5,0.431041986094,0.821145965805,0.778549329685,0.947314838381,0.854678242652
6,1000,100,5,0.75,0.431346693639,0.81930902925,0.779082144885,0.941524560957,0.852631868928
6,1000,100,5,1,0.432736576189,0.816659601526,0.776915670609,0.939552048867,0.850524388533
6,1000,100,10,0.5,0.432685601501,0.819344354953,0.778304299792,0.94330618478,0.852896308242
6,1000,100,10,0.75,0.435294509486,0.816306344496,0.776136697127,0.940379231357,0.850397245676
6,1000,100,10,1,0.431071960434,0.820474777448,0.779884299044,0.94273351998,0.853606141969
6,1000,100,20,0.5,0.4334010002,0.819980217606,0.778054651156,0.945469585136,0.853621240803
6,1000,100,20,0.75,0.429544842892,0.821711177052,0.781170048298,0.943051667091,0.854510521085
6,1000,100,20,1,0.430457127368,0.821181291508,0.780551529781,0.943115296513,0.854154405137
6,2000,25,5,0.5,0.389693086747,0.840221845415,0.802465916581,0.944833290914,0.867842209619
6,2000,25,5,0.75,0.384248096313,0.847640243041,0.810455059213,0.947123950115,0.87346495641
6,2000,25,5,1,0.386998000809,0.841846827752,0.803708287547,0.946233138203,0.869164775065
6,2000,25,10,0.5,0.38616758372,0.843259855871,0.805536550172,0.946105879359,0.870166741342
6,2000,25,10,0.75,0.382974752367,0.845626677971,0.807834084398,0.947314838381,0.872025887675
6,2000,25,10,1,0.386839704385,0.842200084782,0.80677088863,0.941270043268,0.868837624141
6,2000,25,20,0.5,0.387296337144,0.843047901653,0.806053438777,0.944578773225,0.869833677463
6,2000,25,20,0.75,0.389152227274,0.839727285573,0.801060121855,0.946360397048,0.867655746079
6,2000,25,20,1,0.382598967443,0.84336583298,0.80631950714,0.944833290914,0.870093874915
6,2000,50,5,0.5,0.388456816698,0.841493570722,0.803607641642,0.945596843981,0.86883548326
6,2000,50,5,0.75,0.386424389346,0.841811502049,0.804369784102,0.944896920336,0.868979955348
6,2000,50,5,1,0.388943053144,0.840221845415,0.802995171918,0.943751590736,0.867697965982
6,2000,50,10,0.5,0.387675116585,0.841988130564,0.804050440241,0.945914991092,0.869226029008
6,2000,50,10,0.75,0.383976541504,0.843330507277,0.807347486351,0.942797149402,0.869819459628
6,2000,50,10,1,0.388850546074,0.841740850643,0.80472136918,0.944069737847,0.86883171573
6,2000,50,20,0.5,0.386814575326,0.843471810089,0.804387218013,0.948841944515,0.870655956004
6,2000,50,20,0.75,0.383664026063,0.845096792426,0.807880530311,0.945978620514,0.871481248059
6,2000,50,20,1,0.382229676207,0.844708209693,0.80777470216,0.945278696869,0.871123417174
6,2000,100,5,0.5,0.388066108882,0.842306061891,0.804445659177,0.945914991092,0.869462265545
6,2000,100,5,0.75,0.385264483835,0.841776176346,0.8045131936,0.944515143802,0.868910058752
6,2000,100,5,1,0.38609885775,0.841599547831,0.802657670708,0.947696614915,0.869165669066
6,2000,100,10,0.5,0.389345823039,0.841564222128,0.804747975571,0.943560702469,0.868641913171
6,2000,100,10,0.75,0.385830174886,0.842977250247,0.804192999578,0.948078391448,0.870214193095
6,2000,100,10,1,0.385312257216,0.842694644623,0.805390324503,0.94502417918,0.869634141102
