max_depth,n_trees,n_leaves,early_stopping,col_sample,l,a,p,r,f
4,500,25,5,0.5,0.252763907986,0.905715698742,0.884628227129,0.954823110206,0.918346849479
4,500,25,5,0.75,0.256684752018,0.902359756959,0.883752505574,0.949096462204,0.915212536165
4,500,25,5,1,0.251163565593,0.906598841317,0.884477050714,0.956859251718,0.919212445875
4,500,25,10,0.5,0.249901305268,0.909424897555,0.894486225479,0.94896920336,0.920865120839
4,500,25,10,0.75,0.256357898554,0.900487494701,0.875418066641,0.957050139985,0.914389463665
4,500,25,10,1,0.258177687314,0.901017380246,0.88042422022,0.950941715449,0.914277418285
4,500,25,20,0.5,0.251526365403,0.907199378268,0.887801710828,0.953486892339,0.919418741302
4,500,25,20,0.75,0.251778212046,0.906351561396,0.883134125176,0.958195469585,0.919106021925
4,500,25,20,1,0.263756730671,0.893987565353,0.865588274492,0.957877322474,0.909370445197
4,500,50,5,0.5,0.258007714508,0.902289105553,0.879876321064,0.954314074828,0.915571328585
